gene_id	gene_name	sampleGSM461176	sampleGSM461177	sampleGSM461178	sampleGSM461179	sampleGSM461180	sampleGSM461181	sampleGSM461182
FBgn0033501	CG12911	2	10	9	6	12	16	5
FBgn0050009	lncRNA:CR30009	0	3	2	4	4	0	5
FBgn0033502	CG12910	96	166	153	42	70	113	104
FBgn0033504	CAP	2628	3950	2998	1557	1963	2624	2569
FBgn0028426	RNaseZ	774	763	746	605	706	933	800
FBgn0033507	CG12909	498	466	453	393	385	563	436
FBgn0033508	Obp46a	2	0	0	0	0	0	1
FBgn0026403	Ndg	8	13	2	0	8	4	4
FBgn0250822	CG34222	0	1	0	0	0	0	0
FBgn0261698	SLO2	4	11	4	5	2	1	2
FBgn0262791	CG43172	0	0	0	0	0	0	0
FBgn0262836	CG43200	0	0	0	0	0	0	0
FBgn0284083	CG46305	0	0	0	0	0	0	0
FBgn0262790	CG43171	0	0	0	0	0	0	0
FBgn0262807	CG43178	0	0	0	0	0	0	0
FBgn0262837	CG43201	0	0	0	0	0	0	0
FBgn0283625	CG46298	0	0	0	0	0	0	0
FBgn0033512	CG12902	0	0	0	0	0	0	0
FBgn0263271	CG43397	0	0	0	0	0	0	0
FBgn0261686	CG42733	0	0	0	0	0	0	0
FBgn0263270	CG43396	0	0	0	0	0	0	0
FBgn0041242	Gr47a	0	0	0	0	0	0	0
FBgn0265141	Ir47b	0	0	0	0	0	0	0
FBgn0033515	Ir47a	0	0	0	0	0	0	0
FBgn0033516	CG12898	0	0	0	0	0	0	0
FBgn0262806	CR43177	0	0	0	0	0	0	0
FBgn0053477	CG33477	0	0	0	0	0	0	0
FBgn0053476	CG33476	0	0	0	0	0	0	0
FBgn0053475	CG33475	0	0	0	0	0	0	0
FBgn0033518	Prx6c	21	43	24	5	12	26	14
FBgn0033519	CG11825	9	18	18	14	16	18	3
FBgn0053474	Pex11g	1	0	2	3	0	2	0
FBgn0033520	Prx6b	25	20	18	5	10	0	9
FBgn0033521	CG12896	14	10	17	3	4	4	6
FBgn0262114	RanBPM	2874	4251	3731	2222	3381	4322	3207
FBgn0033523	CG12895	99	97	128	90	103	169	141
FBgn0001122	Galphao	1146	1050	830	1686	1512	1925	1087
FBgn0033524	Cyp49a1	33	54	24	55	52	75	34
FBgn0033526	Caf1-105	445	761	610	329	569	835	637
FBgn0033527	CG11777	119	95	145	166	157	156	176
FBgn0261862	whd	901	1623	1556	827	1322	1695	1748
FBgn0266627	asRNA:CR45134	8	20	13	18	13	16	40
FBgn0033528	trsn	336	448	615	579	610	749	675
FBgn0033529	Pef	1110	1394	1518	1494	1588	2286	1948
FBgn0283521	lola	14357	18473	14333	13949	16506	20258	13220
FBgn0264817	pre-lola-G	42	68	74	57	92	122	70
FBgn0263466	snoRNA:lola-a	1	1	2	6	2	0	6
FBgn0263481	snoRNA:lola-b	0	4	0	2	0	0	0
FBgn0263482	snoRNA:lola-c	0	3	0	2	0	0	0
FBgn0263483	snoRNA:lola-d	1	2	0	3	0	0	0
FBgn0266628	asRNA:CR45135	65	34	19	33	22	27	38
FBgn0283426	lncRNA:acal	38	54	33	23	33	28	19
FBgn0263102	psq	5967	7508	5457	5943	6373	7468	5478
FBgn0033538	CG11883	7726	5290	4230	10998	5738	6778	6637
FBgn0033539	Git	804	909	916	770	1134	1521	953
FBgn0033540	Elp2	327	463	439	429	447	618	454
FBgn0033541	CG12934	14	14	18	31	47	49	21
FBgn0265645	lncRNA:CR44452	0	0	0	0	0	0	0
FBgn0267949	lncRNA:CR46229	0	0	0	0	0	0	0
FBgn0024836	stan	17	20	9	30	33	61	8
FBgn0005586	Rab3	9	7	5	3	4	8	9
FBgn0033542	CAH13	0	0	0	2	0	2	0
FBgn0033543	Daao1	75	97	108	86	128	174	109
FBgn0033544	CG7220	803	619	610	735	615	763	716
FBgn0024956	Mat1	566	523	589	457	538	780	490
FBgn0053144	CG33144	1217	2295	1770	1400	2292	2915	1577
FBgn0263802	lncRNA:CR43605	15	23	18	15	24	13	16
FBgn0265345	lncRNA:CR44299	28	43	52	18	28	20	26
FBgn0265346	lncRNA:CR44300	0	0	0	0	0	0	0
FBgn0265347	lncRNA:CR44301	0	0	0	0	0	0	0
FBgn0050018	mthl13	0	0	0	0	0	0	0
FBgn0027499	wde	1168	1284	1112	956	982	1304	876
FBgn0033547	CG12935	167	215	230	201	201	256	325
FBgn0033548	Nop10	192	208	315	229	232	281	446
FBgn0033549	mms4	37	63	74	46	77	72	88
FBgn0033550	CG12341	134	175	220	123	168	242	198
FBgn0033551	CG7222	970	976	878	863	780	1079	973
FBgn0086898	dgo	24	32	12	18	42	20	21
FBgn0029134	Prosbeta5	1427	2095	2071	1538	2452	3474	2021
FBgn0033554	Lsm10	35	42	39	32	44	44	49
FBgn0033555	RpS15Ab	14579	7936	16383	13293	15507	15638	17361
FBgn0033556	CG12343	213	302	267	229	240	287	244
FBgn0033557	CG12325	447	567	603	418	496	575	702
FBgn0033558	alka	9	19	5	12	16	21	21
FBgn0027525	LTV1	2635	4790	4979	1759	3611	4965	3738
FBgn0050015	CG30015	3132	4786	3857	2817	4492	5597	3836
FBgn0266629	asRNA:CR45136	3	5	4	8	4	8	5
FBgn0265348	lncRNA:CR44302	28	38	37	26	37	23	41
FBgn0050016	CG30016	2	0	2	2	0	2	7
FBgn0263510	nclb	1410	1528	1717	972	1402	1901	1619
FBgn0010356	Taf5	458	613	555	445	595	806	651
FBgn0033564	Pex6	179	172	209	156	217	264	215
FBgn0061356	Hao	0	2	0	2	10	11	1
FBgn0033566	CG18004	277	383	371	245	366	458	406
FBgn0262412	mir-1008	0	1	1	0	1	2	6
FBgn0050020	CG30020	1327	1757	1619	1227	1774	2003	1690
FBgn0017414	cag	92	94	112	146	174	159	108
FBgn0033569	CG12942	229	283	282	222	293	321	269
FBgn0033570	ND-B14	543	638	757	524	807	883	820
FBgn0033571	Polr2E	553	773	872	471	869	1139	800
FBgn0033572	polyph	0	0	0	0	0	0	0
FBgn0033573	Obp47a	1	0	0	0	2	0	0
FBgn0033574	Spn47C	0	2	0	0	0	0	0
FBgn0266763	lncRNA:CR45228	0	0	0	0	0	0	0
FBgn0040765	luna	10426	11276	7573	8033	6771	8401	6874
FBgn0262817	CG43188	1938	1653	1120	1240	816	982	1165
FBgn0286890	lncRNA:CR46409	441	462	354	266	245	313	256
FBgn0050489	Cyp12d1-p	524	477	562	379	375	469	548
FBgn0286920	CR46420	4	13	7	11	6	4	4
FBgn0053503	Cyp12d1-d	506	454	489	355	366	435	549
FBgn0286921	CR46421	6	7	6	13	6	4	1
FBgn0033578	BBS4	12	11	5	10	2	19	11
FBgn0033579	CG13229	1160	1467	1403	903	1219	1554	1213
FBgn0033580	CG13231	0	0	0	2	0	0	0
FBgn0033581	CG12391	1147	1449	1387	872	1193	1538	1206
FBgn0040764	CG13230	1	0	0	0	0	0	0
FBgn0003396	shn	4762	6321	4606	3287	4450	5274	4050
FBgn0033582	CG9084	17	12	10	16	11	10	10
FBgn0037084	Syx6	157	245	212	151	217	284	267
FBgn0033584	CG7737	318	501	510	288	423	562	506
FBgn0050021	metro	12	0	10	18	10	15	21
FBgn0033587	CG13218	0	0	0	0	0	0	0
FBgn0033588	CG13228	0	0	0	0	0	2	0
FBgn0033589	CG13227	0	0	0	0	0	0	0
FBgn0085252	CG34223	0	0	0	0	0	0	0
FBgn0033590	CG13217	0	0	0	0	0	0	1
FBgn0085253	CG34224	0	0	0	0	0	0	0
FBgn0033591	CG13216	0	0	0	0	0	0	0
FBgn0033592	CG13215	0	0	0	1	0	2	0
FBgn0033593	Listericin	0	2	0	1	0	0	0
FBgn0033594	CG13226	0	0	0	0	0	0	0
FBgn0085254	CG34225	0	0	0	0	0	0	0
FBgn0050029	CR30029	0	0	0	0	0	0	0
FBgn0085256	CG34227	0	0	0	0	0	0	0
FBgn0262572	CG43112	0	0	0	0	0	0	0
FBgn0026386	Or47a	0	0	0	0	0	0	0
FBgn0033597	Cpr47Ea	0	0	0	0	0	0	0
FBgn0033598	Cpr47Eb	0	2	0	1	0	0	1
FBgn0033599	CG13223	0	0	0	0	0	0	0
FBgn0033600	Cpr47Ec	0	0	0	0	0	0	0
FBgn0033601	Cpr47Ed	0	0	0	0	0	0	0
FBgn0033602	Cpr47Ee	1	2	0	1	2	3	2
FBgn0033603	Cpr47Ef	0	0	0	0	0	2	0
FBgn0010423	TpnC47D	0	0	2	0	0	0	1
FBgn0086519	Cpr47Eg	1	2	0	1	2	0	2
FBgn0033605	CG9067	76	85	105	85	71	125	114
FBgn0041174	Vhl	116	116	149	156	167	207	169
FBgn0033607	Uaf1	603	796	784	609	835	1040	811
FBgn0033608	CG13220	550	481	563	531	617	773	667
FBgn0033609	Fbl6	716	946	757	598	801	923	792
FBgn0033610	CG18335	26	29	28	47	39	44	39
FBgn0015582	dare	294	372	415	339	463	581	389
FBgn0050033	CG30033	59	65	75	55	84	105	82
FBgn0040763	CG18336	14	42	35	40	52	54	53
FBgn0259238	CG42336	354	371	363	360	406	513	414
FBgn0033615	CG7741	325	337	385	377	386	375	475
FBgn0033614	Obp47b	0	0	2	1	3	0	2
FBgn0025373	Fpps	747	873	949	755	859	1203	969
FBgn0033616	CG7745	218	258	273	165	242	300	252
FBgn0016047	nompA	1	0	0	1	2	0	3
FBgn0262574	CG43114	1	0	0	0	0	0	0
FBgn0026385	Or47b	1	0	2	0	0	0	0
FBgn0003382	sha	3	2	2	2	5	6	1
FBgn0043470	lambdaTry	0	0	0	0	0	0	0
FBgn0043471	kappaTry	0	0	0	0	0	0	0
FBgn0011556	zetaTry	0	0	0	0	0	0	0
FBgn0011554	etaTry	0	0	0	0	0	0	0
FBgn0011555	thetaTry	0	0	0	0	0	0	0
FBgn0003863	alphaTry	0	0	0	0	0	2	1
FBgn0010425	epsilonTry	0	0	0	0	0	0	0
FBgn0010357	betaTry	0	0	0	0	0	0	0
FBgn0010359	gammaTry	1	0	0	0	0	0	0
FBgn0050031	CG30031	0	0	2	1	0	0	0
FBgn0050025	CG30025	0	4	0	1	0	2	0
FBgn0010358	deltaTry	0	0	2	0	2	0	1
FBgn0033623	CG13202	0	0	0	0	1	0	0
FBgn0015001	iotaTry	4	2	9	3	4	2	1
FBgn0011987	tRNA:SeC-TCA-1-1	6	0	0	4	0	0	1
FBgn0033624	CG12384	545	748	730	344	606	857	873
FBgn0001276	ix	204	148	217	168	193	245	178
FBgn0024188	san	645	527	607	554	613	836	648
FBgn0041241	Gr47b	11	13	28	15	18	13	25
FBgn0033627	CG13204	88	135	82	78	129	174	97
FBgn0021795	Tapdelta	1641	2386	2590	2103	3411	4434	2405
FBgn0033628	CG13203	3	2	2	0	1	20	1
FBgn0033629	Tsp47F	0	0	0	0	0	0	0
FBgn0033631	Sod3	14	16	14	16	27	20	15
FBgn0082585	sprt	677	771	764	549	776	1086	609
FBgn0050022	CG30022	451	530	549	369	543	744	430
FBgn0050257	tRNA:Thr-TGT-2-1	1	0	0	0	0	0	0
FBgn0050506	tRNA:Thr-TGT-2-2	0	0	0	0	0	0	0
FBgn0266573	tRNA:Thr-TGT-2-3	1	0	0	0	0	0	0
FBgn0266574	tRNA:Thr-TGT-2-4	0	0	0	0	0	0	0
FBgn0033633	Smyd4-3	6	2	4	2	4	11	0
FBgn0050026	CG30026	0	0	0	0	0	0	0
FBgn0054054	CG34054	10	4	11	12	12	14	11
FBgn0015872	Drip	1853	113	68	3962	47	73	62
FBgn0040503	CG7763	14	12	10	8	4	6	10
FBgn0264271	lncRNA:CR43771	1	0	0	1	0	0	0
FBgn0033635	Prip	1090	2395	2163	2843	4184	5294	1372
FBgn0260499	qvr	3	0	2	2	0	0	2
FBgn0000581	E(Pc)	3738	5214	3948	3017	4401	5001	3803
FBgn0001269	inv	0	0	0	1	0	0	2
FBgn0000577	en	2	2	0	0	2	1	2
FBgn0033636	tou	8415	10857	8184	7149	9084	10418	7545
FBgn0086658	snoRNA:Psi28S-1180	3	1	0	12	0	0	1
FBgn0264508	lncRNA:CR43907	9	6	7	5	7	7	11
FBgn0086712	Egm	815	1074	1138	769	1107	1504	1022
FBgn0033638	atos	1128	1545	1206	1150	1267	1533	900
FBgn0033639	CG9003	913	882	758	729	693	942	696
FBgn0085257	CG34228	58	60	54	99	59	89	74
FBgn0050254	tRNA:Arg-TCT-1-1	0	0	0	0	0	0	1
FBgn0011915	tRNA:Met-CAT-1-1	0	0	0	0	0	0	0
FBgn0044020	Roc2	1324	1692	1554	1758	2455	3069	1770
FBgn0033640	CG13198	1	2	0	1	0	2	0
FBgn0011916	tRNA:Met-CAT-1-2	0	0	0	0	1	0	0
FBgn0050035	Tret1	1118	1518	1326	1424	2198	2767	1574
FBgn0033644	Tret1l	38	30	19	62	22	17	6
FBgn0040491	Buffy	89	95	76	80	118	106	75
FBgn0033645	CG13196	55	71	60	58	89	88	58
FBgn0010516	wal	1804	2562	2750	1449	2329	3046	2674
FBgn0062449	CG13197	288	252	230	254	198	278	292
FBgn0053471	Ir48a	0	0	0	1	0	0	0
FBgn0033648	Ir48b	0	0	0	0	0	2	1
FBgn0266926	lncRNA:CR45377	2	0	0	0	0	0	0
FBgn0033649	pyr	1105	1076	718	671	548	719	1189
FBgn0033652	ths	15	14	8	14	12	20	12
FBgn0033650	CG13193	0	0	0	1	0	0	0
FBgn0260007	CG42493	2	0	0	0	0	0	1
FBgn0033651	Ir48c	0	0	0	0	0	2	0
FBgn0033653	CG13192	349	433	469	303	436	554	484
FBgn0033654	Sobp	22	14	11	31	13	21	19
FBgn0259832	CG34229	78	58	43	73	64	81	87
FBgn0033656	S2P	651	850	1042	751	939	1280	927
FBgn0262819	CG43190	0	0	0	0	0	0	1
FBgn0265363	asRNA:CR44304	0	0	0	0	0	0	1
FBgn0033657	Sln	2	7	6	1	0	8	1
FBgn0013756	Mgtor	6162	7233	5787	5724	6827	7866	5529
FBgn0085259	CG34230	0	2	2	0	0	0	1
FBgn0033658	Twdlbeta	1	0	0	0	2	0	0
FBgn0033659	Damm	2	4	2	5	0	4	2
FBgn0260436	CG42531	2	0	0	0	0	0	2
FBgn0260437	CR42532	0	0	0	0	0	0	0
FBgn0033661	CG13185	3747	3564	2943	2881	2989	2872	3326
FBgn0260932	cuff	39	46	60	150	82	93	138
FBgn0033663	ERp60	16517	22327	22791	19191	28149	36971	21767
FBgn0284245	eEF1alpha1	213755	258173	271171	156522	245619	321723	241562
FBgn0015543	snoRNA:CD16	7	9	7	14	10	4	22
FBgn0260959	MCPH1	2053	2044	1784	1642	1809	2129	2030
FBgn0033665	Zip48C	260	282	279	228	243	309	250
FBgn0033667	reb	2	2	0	1	2	2	1
FBgn0265364	lncRNA:CR44305	0	0	0	0	0	0	0
FBgn0265371	lncRNA:CR44312	0	0	0	0	0	0	0
FBgn0033668	exp	19	16	5	46	11	10	38
FBgn0033669	PI31	981	1258	1300	1062	1376	1891	1316
FBgn0026573	ADD1	1375	1420	1129	1183	1153	1519	1169
FBgn0050036	CG30036	0	2	0	9	5	0	3
FBgn0050037	CG30037	1	0	0	0	0	2	0
FBgn0053145	GalT1	506	490	479	496	534	561	513
FBgn0011704	RnrS	2574	2974	3390	2734	3564	4473	3290
FBgn0085260	CG34231	257	314	325	303	395	511	352
FBgn0033672	rho-7	410	501	527	492	604	870	532
FBgn0033673	CG8298	288	335	312	239	355	408	305
FBgn0266858	lncRNA:CR45319	0	0	0	0	0	0	0
FBgn0266857	lncRNA:CR45318	0	0	0	0	0	0	0
FBgn0004839	otk	26	12	18	4	2	20	7
FBgn0265365	lncRNA:CR44306	0	2	0	0	0	0	0
FBgn0267728	otk2	2	0	4	3	0	2	2
FBgn0259985	Mppe	163	172	166	188	144	216	209
FBgn0260012	pds5	2177	2492	2345	1954	2184	2773	2445
FBgn0033677	CG8321	120	196	152	199	225	293	213
FBgn0262820	CG43191	15	24	20	66	34	31	37
FBgn0010339	128up	702	805	941	752	1062	1332	939
FBgn0004463	Polr3B	660	828	848	700	886	1119	881
FBgn0024732	Drep1	484	509	471	580	557	708	593
FBgn0050039	CG30039	1	2	2	0	0	0	0
FBgn0265373	CG44314	1	2	0	1	0	0	1
FBgn0028407	Drep3	4	2	1	2	2	0	3
FBgn0033679	CG8888	2	1	0	0	0	0	0
FBgn0033680	CG13186	0	0	0	0	0	0	0
FBgn0086677	jeb	2	2	0	4	3	6	2
FBgn0033683	CG18343	506	499	725	416	550	621	556
FBgn0026176	SkpB	16	21	17	16	22	16	31
FBgn0027495	Smyd4-4	1019	1041	1034	780	1101	1481	1036
FBgn0033685	OSCP1	19	29	38	36	46	42	54
FBgn0033686	Hen1	1954	2110	1978	1675	2276	2642	1696
FBgn0027504	bsd	1833	1994	1864	1563	2147	2558	1590
FBgn0033687	CG8407	12	24	18	13	33	26	31
FBgn0033688	Prp8	6188	7716	7183	5443	8179	9205	7836
FBgn0262300	mir-988	2	1	1	1	0	0	0
FBgn0263485	scaRNA:PsiU2-55	2	6	0	5	5	4	1
FBgn0040759	CG13177	0	2	0	0	5	0	2
FBgn0085261	CG34232	222	285	244	91	142	230	81
FBgn0014184	Oda	7222	8369	8149	7303	8020	10184	10256
FBgn0023167	SmD3	862	977	800	844	1016	1276	848
FBgn0267913	asRNA:CR46194	321	398	315	259	353	404	256
FBgn0286007	mir-281-2	4	5	2	5	1	2	8
FBgn0286006	mir-281-1	5	3	3	5	1	1	9
FBgn0010621	CCT5	7469	11598	12421	7541	14554	19140	12308
FBgn0289744	EndoG	238	366	338	406	406	526	586
FBgn0266802	asRNA:CR45264	588	364	387	611	445	657	520
FBgn0033691	CG8860	844	419	458	809	534	762	631
FBgn0033692	wash	439	499	482	352	427	610	352
FBgn0033693	CG13175	910	836	928	849	988	1504	823
FBgn0053964	CG33964	910	836	928	849	988	1504	823
FBgn0000426	SmF	815	720	808	746	874	1337	716
FBgn0025454	Cyp6g1	10	2	8	7	12	4	7
FBgn0033696	Cyp6g2	21	16	42	28	32	36	15
FBgn0033697	Cyp6t3	27	21	23	36	24	44	20
FBgn0033698	CG8858	1141	1597	1361	1287	1611	2017	1491
FBgn0033699	RpS11	31120	32892	38896	22003	32670	45843	37690
FBgn0083989	snoRNA:CD58b	0	0	0	0	0	0	1
FBgn0083988	snoRNA:CD58a	1	0	1	0	0	0	6
FBgn0266814	lncRNA:CR45276	0	0	0	0	0	0	0
FBgn0020377	Sr-CII	1	2	0	2	2	6	1
FBgn0033701	CG13171	0	0	0	0	0	0	0
FBgn0033702	CG8854	3	5	6	7	18	24	4
FBgn0265372	lncRNA:CR44313	0	0	0	1	0	0	0
FBgn0033703	CG13170	0	0	0	0	0	0	0
FBgn0263020	CG43315	0	0	0	0	0	0	0
FBgn0263021	CG43316	0	0	0	0	0	0	0
FBgn0262889	CG43244	1	0	0	2	0	0	2
FBgn0265374	lncRNA:CR44315	0	0	0	0	0	0	0
FBgn0033705	CG13168	0	6	1	0	0	2	1
FBgn0033706	Vha36-2	24	28	18	19	31	41	33
FBgn0000253	Cam	15507	11534	10885	15045	12075	16199	15199
FBgn0264501	lncRNA:CR43900	1492	844	652	1339	641	1004	1472
FBgn0261611	CG42700	2	4	8	6	4	7	3
FBgn0266809	asRNA:CR45271	0	0	0	0	2	0	0
FBgn0033708	CG8850	0	0	0	0	0	0	0
FBgn0061197	salto	1	2	0	0	0	0	0
FBgn0033710	CG17739	7	4	4	3	0	10	4
FBgn0050203	CG30203	0	4	0	0	2	0	1
FBgn0050046	CG30046	1220	1584	1497	876	1362	1563	1325
FBgn0265375	lncRNA:CR44316	0	0	0	0	0	2	1
FBgn0033712	mIF3	116	103	126	115	75	156	161
FBgn0033713	CG8841	440	645	514	407	534	662	533
FBgn0264560	garz	2381	3056	2843	2091	2994	3361	2907
FBgn0050249	tRNA:His-GTG-1-1	0	0	0	1	0	0	0
FBgn0050250	tRNA:His-GTG-1-2	0	0	0	2	0	1	0
FBgn0050251	tRNA:His-GTG-1-3	0	0	0	2	0	0	0
FBgn0033715	CG8490	272	243	267	291	360	469	303
FBgn0011878	tRNA:His-GTG-1-4	0	0	0	2	0	1	0
FBgn0011877	tRNA:His-GTG-2-1Psi	0	0	0	0	0	0	1
FBgn0054021	CG34021	0	2	2	1	0	0	1
FBgn0033716	Den1	288	292	331	217	252	322	326
FBgn0033717	CG8839	5804	7980	8112	4492	7016	8942	7873
FBgn0266111	ana3	810	1034	876	932	1003	1065	1047
FBgn0050047	CG30047	18	24	17	17	28	17	17
FBgn0050049	CG30049	5	0	2	2	6	4	6
FBgn0050043	CG30043	5	4	8	3	19	16	11
FBgn0053013	CR33013	1	0	0	1	0	0	0
FBgn0053012	CG33012	5	4	4	3	4	4	6
FBgn0033720	CG13160	3	4	10	9	27	22	3
FBgn0033721	CG13159	0	0	0	3	2	0	1
FBgn0050045	Cpr49Aa	0	2	0	0	0	0	0
FBgn0050042	Cpr49Ab	0	0	0	0	2	0	0
FBgn0033723	CG13155	1	0	0	0	0	1	1
FBgn0033724	CG8501	68	96	148	237	287	439	119
FBgn0033725	Cpr49Ac	15	29	12	29	58	60	33
FBgn0033726	Cpr49Ad	0	0	0	0	0	0	0
FBgn0033727	Or49a	0	0	0	0	0	0	0
FBgn0050048	CG30048	0	0	0	0	0	0	0
FBgn0033728	Cpr49Ae	2	6	2	1	2	4	2
FBgn0033729	Cpr49Af	0	0	0	0	0	0	1
FBgn0033730	Cpr49Ag	1	0	2	0	0	4	5
FBgn0050050	CG30050	0	0	0	0	0	0	0
FBgn0053626	CG33626	0	0	0	0	0	0	0
FBgn0053627	CG33627	0	0	0	0	0	0	0
FBgn0033731	Cpr49Ah	0	1	0	0	0	0	0
FBgn0033732	CG13157	0	0	0	0	0	0	0
FBgn0261853	CG42782	0	0	0	0	0	0	0
FBgn0267691	CR46027	0	0	2	1	2	0	0
FBgn0033733	CG8834	2	0	2	9	12	20	4
FBgn0033734	CG8520	364	472	427	396	453	525	508
FBgn0033735	Dera	289	351	389	268	376	509	361
FBgn0033736	CG13154	13	16	29	19	14	20	19
FBgn0033737	Nup54	698	886	748	563	783	1003	752
FBgn0262840	CG43204	67	52	44	31	58	55	44
FBgn0033738	DUBAI	1441	1791	1500	1525	2061	2526	1657
FBgn0050051	Tmem18	90	94	113	120	84	103	195
FBgn0033739	Dyb	692	905	798	631	760	1089	607
FBgn0050334	CG30334	5	1	4	3	2	6	2
FBgn0010238	Lac	2226	2503	2172	2140	2828	3921	2046
FBgn0033740	dgt5	3048	3212	3295	2972	3315	4077	3463
FBgn0033741	CG8545	2569	2741	2748	2384	2758	3410	2863
FBgn0033742	Nepl10	4	0	7	2	1	4	3
FBgn0033744	Dh44-R2	193	95	84	253	90	148	175
FBgn0085263	CG34234	41	24	25	33	12	45	24
FBgn0045063	fdl	4986	3673	3152	6816	3587	4290	3589
FBgn0050044	s-cup	92	110	71	65	54	60	98
FBgn0033748	vis	121	119	82	92	97	110	92
FBgn0033749	achi	216	257	283	157	261	281	291
FBgn0033750	CG13151	219	260	284	246	305	344	233
FBgn0033751	CG8818	1074	1415	1482	1173	1627	2103	1376
FBgn0033752	CG8569	239	253	288	246	323	405	234
FBgn0053632	CG33632	0	2	0	0	0	0	0
FBgn0011592	fra	481	538	500	721	760	871	584
FBgn0053752	CG33752	0	0	0	0	0	0	0
FBgn0050056	CG30056	0	0	0	1	5	0	1
FBgn0053775	CG33775	0	0	0	1	0	6	0
FBgn0033753	Cyp301a1	1	0	0	1	0	0	1
FBgn0033754	Ak6	69	30	42	46	22	39	72
FBgn0003527	stil	30	49	45	25	30	40	44
FBgn0033755	ClC-b	1708	2056	2114	2163	2285	2579	2702
FBgn0022764	Sin3A	6730	8241	6732	4995	6970	8251	6861
FBgn0050055	lncRNA:CR30055	268	244	233	223	178	229	260
FBgn0266817	lncRNA:CR45279	38	13	23	19	12	13	22
FBgn0027356	Amph	1145	1176	994	1005	878	1140	919
FBgn0264510	lncRNA:CR43909	34	17	17	24	15	25	24
FBgn0004435	Galphaq	1320	1139	954	1877	1199	1352	1679
FBgn0266487	CG45086	1041	977	841	1458	1075	1220	1414
FBgn0050054	CG30054	37	11	21	72	26	20	17
FBgn0033756	CG17760	1039	1024	976	1115	786	988	1606
FBgn0033757	muskelin	231	256	239	256	289	355	296
FBgn0053792	CG33792	0	0	0	1	0	0	1
FBgn0028683	spt4	209	207	258	238	213	264	343
FBgn0061359	Mvk	955	933	907	907	1025	1213	1110
FBgn0061360	CG33672	955	933	907	907	1025	1213	1110
FBgn0011604	Iswi	3559	3809	3814	3733	4144	4994	3965
FBgn0033760	CG8785	0	6	4	8	16	18	2
FBgn0033761	CG8778	450	524	587	580	652	770	513
FBgn0033762	ZnT49B	547	614	637	528	652	715	713
FBgn0033763	CG8646	127	121	99	74	50	121	141
FBgn0261673	nemy	19	30	15	162	180	201	16
FBgn0261625	Gls	1355	1664	1640	1585	2010	2445	2132
FBgn0033766	Nup188	1242	1346	1128	1184	1460	1592	1607
FBgn0033767	CG13148	21	19	14	21	25	22	18
FBgn0050053	CG30053	0	2	0	1	0	0	5
FBgn0050052	Obp49a	24	19	23	17	32	21	25
FBgn0033769	CG8768	111	89	129	140	159	203	141
FBgn0033770	wuc	1	2	1	3	2	0	2
FBgn0261545	CG42663	2433	3170	2468	1822	1801	2174	2328
FBgn0033773	Mos	11	10	9	28	9	11	30
FBgn0026619	Taz	326	310	339	312	359	470	409
FBgn0026741	mRpL18	260	262	290	237	282	338	355
FBgn0011227	ox	664	384	537	633	563	806	808
FBgn0020930	Dgkepsilon	566	906	904	711	939	1119	854
FBgn0086904	Nacalpha	8012	11110	12339	7411	11771	15335	10142
FBgn0033774	CG12374	2	0	4	1	5	2	4
FBgn0266804	lncRNA:CR45266	0	0	0	0	0	0	0
FBgn0003326	sca	69	24	20	50	17	36	32
FBgn0266630	asRNA:CR45137	67	22	14	48	15	32	30
FBgn0040755	CG17580	0	0	0	0	0	0	0
FBgn0265646	lncRNA:CR44453	0	0	0	0	0	0	0
FBgn0033775	Cyp9h1	15	20	27	92	104	122	28
FBgn0028963	Or49b	0	0	0	1	2	0	0
FBgn0250842	CG17575	1	2	0	0	4	4	1
FBgn0050488	antr	2	2	0	5	1	1	0
FBgn0050486	CG30486	0	2	0	2	0	3	0
FBgn0267024	asRNA:CR45468	0	2	0	0	0	2	0
FBgn0033777	CG17574	1115	1255	1094	1571	1574	1884	1229
FBgn0266633	asRNA:CR45140	178	257	229	389	275	393	284
FBgn0000181	bic	15419	16804	17588	11568	16110	20863	15465
FBgn0263446	asRNA:CR43469	94	78	69	69	78	93	78
FBgn0033778	Balat	92	75	69	68	76	93	70
FBgn0263445	asRNA:CR43468	225	95	79	195	99	150	119
FBgn0025692	Lfg	82	82	49	98	82	129	85
FBgn0002069	AspRS	7270	8849	9492	7049	8813	11496	8853
FBgn0013305	Nmda1	3699	4005	4332	3423	3452	4427	4609
FBgn0266634	asRNA:CR45141	2689	3803	3997	2786	4130	5557	3287
FBgn0003975	vg	8	3	2	8	3	10	10
FBgn0267957	lncRNA:CR46237	0	0	0	0	0	0	0
FBgn0285940	lncRNA:CR46336	0	0	0	0	0	0	0
FBgn0285941	lncRNA:CR46337	0	0	0	0	0	0	0
FBgn0265654	lncRNA:CR44461	0	0	0	0	0	0	0
FBgn0010488	NAT1	15619	19230	15610	12323	15522	19735	13251
FBgn0033781	CG13319	182	253	224	136	228	251	228
FBgn0033782	sug	276	368	320	80	149	225	219
FBgn0033783	CG17019	781	1582	1440	708	1504	1915	1365
FBgn0033784	SCCRO3	421	501	444	330	436	563	471
FBgn0033785	Sans	136	180	165	155	224	285	153
FBgn0050487	CG30487	3	1	4	2	2	0	0
FBgn0004512	Mdr49	341	614	628	404	751	1024	416
FBgn0265186	CG44251	1559	3131	3008	1669	3834	5085	2806
