gene_id	gene_name	sampleGSM461176	sampleGSM461177	sampleGSM461178	sampleGSM461179	sampleGSM461180	sampleGSM461181	sampleGSM461182
FBgn0039767	CG2218	1414	1607	1678	1170	1759	2250	1258
FBgn0039768	CG15533	0	8	0	1	2	0	1
FBgn0039769	CG15534	2	2	0	1	1	0	1
FBgn0039770	CG15537	0	0	2	0	2	0	1
FBgn0039771	Osi23	0	0	2	0	0	0	0
FBgn0028646	Aralar	621	984	876	449	774	914	881
FBgn0039773	CG2224	374	454	534	293	505	728	456
FBgn0039774	CDase	511	673	668	353	674	892	280
FBgn0039776	PH4alphaEFB	3159	4876	4831	1966	3285	4766	4645
FBgn0260440	spdo	34	41	51	22	33	48	41
FBgn0039777	Jon99Fii	0	0	0	0	0	0	0
FBgn0039778	Jon99Fi	0	0	0	0	2	0	1
FBgn0039779	PH4alphaSG2	0	1	0	1	0	0	0
FBgn0026190	PH4alphaMP	1	0	0	0	0	0	0
FBgn0039780	PH4alphaNE1	0	1	0	0	0	0	0
FBgn0051371	CG31371	1	0	2	0	0	0	1
FBgn0051014	PH4alphaSG1	0	0	0	0	0	0	0
FBgn0039782	CG15539	0	2	0	0	0	0	0
FBgn0263527	mir-4908	0	0	0	0	0	0	0
FBgn0054041	CG34041	0	0	0	0	0	0	0
FBgn0039783	PH4alphaNE2	0	0	0	0	0	0	1
FBgn0051524	CG31524	0	0	0	0	0	2	0
FBgn0039784	CG9698	1	0	0	3	2	2	0
FBgn0027654	jdp	51	29	49	37	28	40	38
FBgn0267112	lncRNA:CR45552	2	0	0	0	0	0	0
FBgn0267113	lncRNA:CR45553	2	0	0	0	0	0	0
FBgn0082582	tmod	1296	1711	1443	1224	1629	1987	1484
FBgn0083991	CG34155	6	3	0	2	16	9	1
FBgn0039787	CG9702	3	0	0	1	0	0	0
FBgn0039788	Rpt6R	10	4	15	35	41	40	11
FBgn0039789	CG9717	170	221	237	190	262	288	239
FBgn0039790	CG2246	664	913	934	583	818	1049	961
FBgn0051019	CG31019	21	35	31	11	18	21	31
FBgn0051021	CG31021	3	4	1	1	0	2	0
FBgn0051017	PH4alphaNE3	0	2	6	2	4	2	0
FBgn0051016	CG31016	1	2	0	0	2	2	0
FBgn0267131	lncRNA:CR45571	0	0	1	0	0	0	1
FBgn0266259	CG44954	0	0	0	0	0	0	0
FBgn0264985	lncRNA:CR44136	0	0	0	0	0	0	0
FBgn0039792	CG2267	0	0	0	0	0	2	0
FBgn0267956	lncRNA:CR46236	0	2	0	0	0	0	0
FBgn0051013	CG31013	0	0	0	1	0	0	0
FBgn0051015	PH4alphaPV	1	4	0	0	0	0	0
FBgn0085461	CG34432	0	0	0	0	0	0	0
FBgn0085462	CG34433	0	0	0	0	0	0	0
FBgn0266701	lncRNA:CR45191	0	2	0	0	0	0	0
FBgn0039795	Spn100A	4	0	0	0	4	2	0
FBgn0039796	CG12069	0	0	0	0	0	0	0
FBgn0000274	Pka-C2	0	0	0	0	0	0	0
FBgn0283501	lncRNA:CR46115	1	0	0	1	0	0	0
FBgn0051010	CG31010	1	0	0	0	0	0	0
FBgn0267939	lncRNA:CR46219	97	84	51	70	36	40	95
FBgn0039797	eIF4H2	242	370	295	150	276	314	348
FBgn0039798	CG11313	35	52	39	31	55	44	27
FBgn0039799	CG15543	10	3	10	14	11	10	13
FBgn0039800	Npc2g	27	118	94	23	60	106	111
FBgn0039801	Npc2h	77	204	218	67	142	190	192
FBgn0262883	lncRNA:CR43238	3	3	4	5	1	7	2
FBgn0004606	zfh1	23343	30073	19991	14845	19456	24863	20591
FBgn0266699	asRNA:CR45189	136	154	104	111	109	99	164
FBgn0011739	wts	3832	4741	3865	3278	3640	4380	3871
FBgn0262444	mir-1013	0	41	40	0	25	51	44
FBgn0039802	dj-1beta	800	1318	1346	924	1266	1484	1205
FBgn0027598	cindr	6728	9100	7949	6860	9933	13119	6888
FBgn0039804	CG15544	1297	1643	1411	920	1071	1485	1109
FBgn0003720	tll	1	2	0	1	0	2	0
FBgn0039805	Cpr100A	0	0	0	0	0	0	1
FBgn0039806	CG15545	2	2	4	0	0	1	2
FBgn0039807	CG15546	1	5	4	1	2	0	3
FBgn0039808	CG12071	56	88	52	31	33	61	56
FBgn0039809	CG15547	788	1002	1099	685	547	712	1165
FBgn0000416	Sap-r	45603	55655	55484	33026	43553	54767	52685
FBgn0015032	Cyp4c3	2	4	2	4	5	2	3
FBgn0053483	CG33483	1	0	0	0	2	0	0
FBgn0267940	lncRNA:CR46220	0	0	0	0	0	0	0
FBgn0020912	Ptx1	1	4	0	1	0	0	2
FBgn0264833	lncRNA:CR44041	0	0	0	0	0	0	0
FBgn0039810	CG15549	0	0	0	0	0	0	0
FBgn0039811	CG15550	0	0	0	0	0	0	0
FBgn0039812	CG15548	0	0	0	0	0	0	0
FBgn0062411	Ctr1C	0	0	0	0	0	0	0
FBgn0004573	5-HT7	6	2	0	10	9	13	6
FBgn0267785	lncRNA:CR46116	0	0	0	0	0	0	0
FBgn0051008	CG31008	0	0	0	0	0	0	0
FBgn0051007	CG31007	0	0	0	0	0	0	0
FBgn0267786	lncRNA:CR46117	0	0	0	0	0	0	1
FBgn0053773	CG33773	0	0	0	0	0	0	0
FBgn0010015	CanA1	65	108	52	51	52	84	43
FBgn0053920	CG33920	6	14	5	6	4	10	8
FBgn0286884	CR46406	1	1	2	1	0	0	0
FBgn0016123	Alp4	130	198	199	145	237	319	117
FBgn0263562	mir-4948	14	18	12	7	17	24	8
FBgn0010808	Chchd3	875	1233	1278	719	1194	1519	1173
FBgn0002413	dco	2924	3898	3419	2640	3570	4487	3516
FBgn0024288	Sox100B	3664	4609	3412	4144	4530	5101	3256
FBgn0039816	CG11317	0	0	0	0	0	0	0
FBgn0039817	CG15553	0	0	0	0	0	0	0
FBgn0039818	Mayo	4	0	2	3	10	8	1
FBgn0261395	Prosalpha3T	0	0	0	0	0	0	0
FBgn0039820	CG15554	0	0	0	0	0	0	0
FBgn0039821	Ktch	5	4	4	9	6	0	1
FBgn0267926	lncRNA:CR46207	0	0	0	0	0	1	0
FBgn0263412	lncRNA:CR43458	0	0	0	0	0	0	0
FBgn0013973	Gycbeta100B	6	14	7	8	19	18	12
FBgn0086704	stops	5	14	7	7	19	18	11
FBgn0051004	mesh	6	20	5	11	8	11	9
FBgn0004389	bnk	0	0	0	0	0	0	1
FBgn0039827	Oadh	350	618	535	18	30	56	532
FBgn0267435	chp	59	76	72	45	81	104	71
FBgn0061476	Zwilch	457	543	580	521	636	770	579
FBgn0039828	CG1542	945	1062	1174	648	1000	1363	940
FBgn0039829	CG15561	161	221	210	134	161	201	133
FBgn0039830	ATPsynC	9757	10730	11803	9050	11962	15551	15809
FBgn0046696	RNaseP:RNA	49	47	46	43	53	56	43
FBgn0263544	mir-4949	4	8	9	5	6	13	11
FBgn0039831	CG12054	2684	2962	2542	2231	2433	3214	1883
FBgn0039832	CG15563	1	4	3	0	12	8	7
FBgn0039833	CG15564	3	6	12	4	14	16	23
FBgn0051005	qless	358	405	364	228	276	366	482
FBgn0039835	mRpL32	203	139	240	313	240	294	273
FBgn0039836	CG1750	53	61	59	61	62	82	85
FBgn0086362	spn-F	303	406	442	271	381	495	385
FBgn0039838	CAH6	1	0	0	0	0	0	0
FBgn0040628	CAH16	0	0	0	0	0	0	0
FBgn0040629	CAH5	1	2	0	1	0	2	1
FBgn0039839	ppk24	1	0	0	0	0	0	0
FBgn0039840	pHCl-2	2	3	6	2	4	4	1
FBgn0085376	CG34347	11363	9270	7788	23787	11389	11785	10830
FBgn0267787	lncRNA:CR46118	0	0	1	0	0	0	0
FBgn0046332	gskt	1	0	6	1	0	2	0
FBgn0039844	CG1607	454	616	496	757	799	1038	938
FBgn0051204	CG31204	0	0	0	0	1	0	0
FBgn0051002	Ugt35D1	0	0	4	1	0	0	2
FBgn0019990	Gcn2	1941	2778	2516	1660	2565	3056	2365
FBgn0039846	PNPase	672	1000	925	701	889	1095	953
FBgn0261988	Gprk2	14392	12618	10130	27375	14882	15167	13731
FBgn0039848	Loxl1	71	68	56	52	55	87	64
FBgn0039849	Mri1	1090	1312	1284	837	1203	1668	1024
FBgn0039850	CG11333	0	0	0	0	0	0	1
FBgn0267114	lncRNA:CR45554	0	0	0	0	0	0	0
FBgn0267115	lncRNA:CR45555	0	0	0	0	0	0	0
FBgn0267132	lncRNA:CR45572	0	0	0	0	1	0	0
FBgn0039851	mey	1	8	1	8	0	14	1
FBgn0267133	lncRNA:CR45573	0	0	0	1	0	0	0
FBgn0039852	nyo	4	6	11	7	12	4	1
FBgn0267789	lncRNA:CR46120	0	2	0	0	0	0	0
FBgn0267788	lncRNA:CR46119	0	0	0	0	0	0	0
FBgn0028968	gammaCOP	2953	4543	4534	2791	4430	5678	4284
FBgn0043900	pygo	1200	1651	1201	1068	1416	1541	1127
FBgn0003268	rod	2279	2859	2687	2536	3319	3682	3213
FBgn0266700	asRNA:CR45190	214	269	322	224	352	373	310
FBgn0039854	CG1635	213	265	320	221	350	373	306
FBgn0039855	CG1638	15	16	10	8	11	18	6
FBgn0039856	CG1774	10	24	23	9	23	28	27
FBgn0039857	RpL6	43411	52612	60552	29695	48682	65791	43354
FBgn0039858	CycG	28496	32089	27014	24279	27747	35783	25903
FBgn0288966	Med	1592	2809	2118	1428	2267	3174	1685
FBgn0039859	Mnat9	94	70	91	122	78	139	120
FBgn0039860	CG1792	148	157	214	160	231	258	191
FBgn0039861	pasha	371	398	426	264	367	445	367
FBgn0039862	kek6	119	126	104	147	157	162	140
FBgn0039863	Zmynd8	2632	2875	2551	2416	2895	3613	2368
FBgn0039864	CG11550	1	2	5	0	0	2	0
FBgn0264900	lncRNA:CR44091	0	0	0	0	2	0	0
FBgn0267124	lncRNA:CR45564	17	12	21	0	1	0	3
FBgn0267125	lncRNA:CR45565	0	0	0	0	0	0	0
FBgn0266412	lncRNA:CR45052	0	0	0	1	0	0	0
FBgn0261583	CG42693	0	0	2	0	0	0	0
FBgn0054046	lncRNA:CR34046	1	0	0	0	0	0	0
FBgn0003870	ttk	2084	2217	1919	1534	1768	2066	1832
FBgn0039867	CstF50	360	456	410	308	439	566	424
FBgn0039868	CG11563	345	320	321	329	321	307	387
FBgn0000557	eEF1alpha2	311	54	59	268	66	91	47
FBgn0039869	Tbca	1853	1745	1675	2186	2210	3101	1733
FBgn0039870	Snrnp59	284	219	246	315	269	408	248
FBgn0000150	awd	6662	9872	9737	8374	12314	16179	9626
FBgn0261479	nero	419	579	586	424	596	712	591
FBgn0022349	CG1910	3504	3775	3309	2938	2995	3675	3122
FBgn0039872	salt	7	15	2	2	10	11	5
FBgn0262384	mir-1014	0	0	0	0	0	0	0
FBgn0017448	CG2187	8	8	2	5	12	8	3
FBgn0265203	lncRNA:CR44263	0	0	0	0	1	0	0
FBgn0039873	Smvt	1	4	2	1	7	0	1
FBgn0003065	CG2150	1	1	2	1	2	2	0
FBgn0263384	lncRNA:CR43436	0	1	0	1	6	4	0
FBgn0046756	asRNA:CR33945	7	10	19	13	3	7	30
FBgn0270927	betaGlu	1119	1255	1321	847	993	1203	1192
FBgn0039875	sip3	1781	2098	2093	1572	2162	2740	2178
FBgn0039876	CG2126	250	276	249	322	392	552	316
FBgn0005632	faf	9600	12442	9991	8534	11140	12920	10210
FBgn0039877	Mccc1	556	750	775	626	803	893	885
FBgn0027620	Acf	2698	3020	2512	2103	2283	2734	2655
FBgn0250755	CG42233	182	244	193	202	196	277	203
FBgn0039879	Ir100a	3	4	2	5	6	9	6
FBgn0039881	CG1971	48	68	55	74	68	135	54
FBgn0039882	Rift	245	308	315	222	286	449	266
FBgn0266268	FeCH	1394	1660	1837	1534	2220	3171	1537
FBgn0039883	RhoGAP100F	122	129	74	111	191	194	86
FBgn0011224	heph	4709	4536	3962	4268	3368	4110	4507
FBgn0039886	CG2003	1488	1643	1716	1187	1093	1565	1760
FBgn0267116	lncRNA:CR45556	0	0	2	3	2	0	0
FBgn0286918	CR46418	0	0	0	0	0	0	0
FBgn0039887	Pos	5	4	4	1	0	2	4
FBgn0040206	krz	1175	1084	1089	1269	1049	1221	1223
FBgn0002780	mod	5159	4790	4614	4302	3521	4399	5536
FBgn0002645	Map205	8195	8886	6888	9808	8428	9762	8030
FBgn0267363	JYalpha	2	0	0	1	0	2	1
FBgn0052011	CR32011	637	419	322	592	269	311	713
FBgn0052010	CR32010	766	449	304	622	276	296	652
FBgn0052009	CR32009	430	304	221	339	186	193	440
FBgn0025740	PlexB	1951	1708	1346	1580	1122	1088	2429
FBgn0266617	asRNA:CR45124	180	193	181	179	160	129	313
FBgn0265633	lncRNA:CR44440	3	0	3	3	2	4	3
FBgn0004859	ci	330	212	183	299	174	236	440
FBgn0264617	asRNA:CR43957	329	129	157	331	125	178	311
FBgn0017545	RpS3A	23682	31015	37104	39378	31924	35272	45609
FBgn0263851	snoRNA:CD68	0	0	0	0	0	0	1
FBgn0085432	pan	1427	1298	864	1848	1098	1194	1777
FBgn0011747	Ank	5724	5641	4197	6869	4798	5216	7506
FBgn0052000	anne	3454	2633	2131	3576	2130	2109	4604
FBgn0264616	lncRNA:CR43956	13	5	8	10	10	10	24
FBgn0052006	CG32006	3	1	3	3	0	4	5
FBgn0051997	CG31997	686	648	731	820	555	714	897
FBgn0053978	CG33978	359	284	161	496	220	210	397
FBgn0266725	asRNA:CR45198	4	2	2	6	1	2	0
FBgn0039889	Arl4	644	287	317	719	309	352	648
FBgn0287619	lncRNA:CR46488	540	253	192	433	196	265	290
FBgn0039890	Abcd1	1463	1682	1280	1951	1149	1249	2353
FBgn0265634	lncRNA:CR44441	34	6	14	15	9	8	18
FBgn0051998	CG31998	1700	1300	987	1754	1202	1254	1872
FBgn0024811	Crk	442	294	261	446	223	309	515
FBgn0051999	CG31999	1798	1604	1371	1780	1221	1476	2183
FBgn0286883	CR46405	14	5	10	13	4	6	1
FBgn0039896	yellow-h	287	282	273	337	195	243	357
FBgn0267734	asRNA:CR46065	77	56	58	67	39	41	88
FBgn0039897	CG1674	996	878	742	1092	696	870	1323
FBgn0053481	dpr7	29	14	17	26	18	18	51
FBgn0259216	RhoGAP102A	37	21	15	65	34	23	61
FBgn0042696	NfI	41	30	35	30	20	20	56
FBgn0264793	lncRNA:CR44023	0	0	2	1	0	0	1
FBgn0039900	Syt7	37	18	8	48	22	13	27
FBgn0026777	Rad23	1041	921	802	1054	822	994	1261
FBgn0039902	Zip102B	968	789	762	1041	704	785	1152
FBgn0052850	Rnf11	2234	1774	1467	2922	1534	1686	2499
FBgn0259214	PMCA	3889	3912	2955	4086	3043	3376	5147
FBgn0039904	Hcf	2403	2339	1750	2416	2016	2146	2954
FBgn0262636	dati	78	101	91	94	91	131	127
FBgn0266618	lncRNA:CR45125	0	0	0	0	0	0	0
FBgn0264819	asRNA:CR44027	20	17	6	15	29	2	20
FBgn0283557	mir-9385	0	1	0	0	0	0	0
FBgn0263385	lncRNA:CR43437	0	4	1	1	0	0	2
FBgn0264794	lncRNA:CR44024	1	0	0	4	2	0	4
FBgn0039907	lgs	1614	1467	1296	1554	1268	1433	1573
FBgn0016126	CaMKI	382	354	308	545	303	359	583
FBgn0266619	asRNA:CR45126	439	417	330	451	304	436	494
FBgn0026262	Taf3	1854	1281	1108	1699	907	1125	1493
FBgn0262731	CG33941	81	96	53	128	64	47	112
FBgn0039908	Asator	225	186	179	277	188	233	286
FBgn0004607	zfh2	31	14	15	14	24	18	25
FBgn0026869	Tdg	3722	3389	2735	3224	2779	3258	3669
FBgn0264618	lncRNA:CR43958	145	164	139	175	160	142	253
FBgn0022361	Pur-alpha	221	147	139	267	121	142	229
FBgn0039909	ND-49	1769	1890	2108	1855	2106	2596	2341
FBgn0040324	Ephrin	1302	1069	939	1554	1010	1015	1774
FBgn0039911	CG1909	317	80	61	696	80	85	60
FBgn0266726	lncRNA:CR45199	1	2	0	0	0	0	1
FBgn0028996	onecut	62	52	34	47	52	54	69
FBgn0025936	Eph	1394	1140	1011	1844	1094	1280	1725
FBgn0039914	mav	973	543	485	982	575	643	918
FBgn0262302	mir-954	2	0	2	1	2	0	2
FBgn0039915	Gat	20	20	21	18	7	12	22
FBgn0039916	Ekar	36	22	19	56	18	25	51
FBgn0264820	CR44028	2	1	0	1	0	3	5
FBgn0051992	gw	6379	6374	5457	6396	6017	7113	6652
FBgn0287597	CG46466	79	62	52	187	69	50	123
FBgn0024728	Slip1	1072	945	813	1061	799	948	1280
FBgn0039920	CG11360	1907	1641	1409	2542	1733	1912	1938
FBgn0026199	myo	1876	1524	1318	2189	1172	1404	2327
FBgn0005558	ey	27	38	32	25	41	44	16
FBgn0005666	bt	411	289	254	564	376	450	551
FBgn0266727	lncRNA:CR45200	2	0	2	0	0	0	2
FBgn0039923	MED26	1196	1017	810	1455	834	822	1493
FBgn0039938	Sox102F	473	452	389	491	420	493	606
FBgn0039937	fd102C	4	6	6	5	2	4	11
FBgn0053797	CR33797	0	0	0	0	0	0	0
FBgn0266616	lncRNA:CR45123	1	2	0	0	0	0	0
FBgn0039936	Gyf	3718	3535	3080	3904	3288	3670	4185
FBgn0025726	unc-13	5845	5690	4208	8539	6127	6811	6192
FBgn0263344	asRNA:CR43425	68	49	50	197	78	74	105
FBgn0264821	asRNA:CR44029	672	536	421	927	522	622	704
FBgn0263093	CR43361	688	971	780	1226	1330	1613	922
FBgn0023213	eIF4G1	12095	11292	8634	11432	8758	9826	13421
FBgn0019985	mGluR	309	190	177	329	174	190	343
FBgn0052016	4E-T	1832	1435	1217	1745	1163	1365	1919
FBgn0266728	lncRNA:CR45201	0	0	0	0	0	0	1
FBgn0264822	asRNA:CR44030	194	160	187	294	164	217	375
FBgn0039932	fuss	344	219	259	429	234	280	416
FBgn0083990	lncRNA:sphinx	98	10	36	68	14	9	7
FBgn0019650	toy	12	14	14	21	16	16	11
FBgn0025741	PlexA	3444	3199	2386	4400	2830	2874	4534
FBgn0264823	asRNA:CR44031	646	430	524	459	403	485	529
FBgn0039930	Mpv17	644	429	522	456	403	485	527
FBgn0039929	Polr1G	688	553	544	585	540	620	679
FBgn0010217	ATPsynbeta	5889	7744	9442	7197	8888	10771	11110
FBgn0264607	CaMKII	1087	917	843	1428	864	901	1585
FBgn0011642	Zyx	717	515	372	841	441	469	840
FBgn0087002	apolpp	727	615	422	812	436	409	595
FBgn0024913	Actbeta	8	4	4	15	6	4	12
FBgn0005561	sv	12	16	6	9	9	5	8
FBgn0039928	Cals	1326	1331	1066	2380	1397	1387	2102
FBgn0013749	Arf4	474	492	499	523	384	555	788
FBgn0039927	ukar	345	310	239	636	321	359	443
FBgn0052017	CG32017	526	441	316	918	346	378	828
FBgn0039925	Kif3C	64	37	24	70	22	36	57
FBgn0002521	pho	610	418	328	746	325	414	782
FBgn0250819	CG33521	121	94	80	173	67	76	207
FBgn0039924	PIP4K	583	423	408	689	330	485	760
FBgn0263112	Mitf	687	669	573	829	561	628	996
FBgn0027101	Dyrk3	792	611	531	913	488	565	915
FBgn0053653	Cadps	232	130	124	322	115	128	138
FBgn0013696	mt:tRNA:Ile-GAT	1	0	0	11	0	0	0
FBgn0013703	mt:tRNA:Gln-TTG	0	0	0	0	0	0	0
FBgn0013700	mt:tRNA:Met-CAT	0	0	0	0	0	0	0
FBgn0013680	mt:ND2	40	8	7	339	17	15	79
FBgn0013709	mt:tRNA:Trp-TCA	0	0	0	2	0	0	0
FBgn0013690	mt:tRNA:Cys-GCA	0	0	0	2	0	0	3
FBgn0013710	mt:tRNA:Tyr-GTA	0	1	0	1	0	1	4
FBgn0013674	mt:CoI	7004	5576	3791	22488	5292	4667	13943
FBgn0013699	mt:tRNA:Leu-TAA	0	1	0	0	0	0	0
FBgn0013675	mt:CoII	2854	1578	1530	4916	1777	1759	3746
FBgn0013697	mt:tRNA:Lys-CTT	0	1	0	0	1	0	1
FBgn0013691	mt:tRNA:Asp-GTC	0	0	0	0	0	0	2
FBgn0013673	mt:ATPase8	21	7	3	56	4	1	23
FBgn0013672	mt:ATPase6	328	228	97	1721	175	128	1411
FBgn0013676	mt:CoIII	3867	3290	2788	12324	4268	3909	8149
FBgn0013694	mt:tRNA:Gly-TCC	0	0	0	0	0	0	6
FBgn0013681	mt:ND3	11	4	7	618	9	2	196
FBgn0013689	mt:tRNA:Ala-TGC	0	0	0	0	0	0	1
FBgn0013704	mt:tRNA:Arg-TCG	0	0	0	2	0	0	0
FBgn0013701	mt:tRNA:Asn-GTT	0	0	0	0	0	0	0
FBgn0013705	mt:tRNA:Ser-GCT	0	0	0	0	0	0	0
FBgn0013692	mt:tRNA:Glu-TTC	0	0	0	0	0	0	0
FBgn0013693	mt:tRNA:Phe-GAA	0	0	0	0	0	0	0
FBgn0013684	mt:ND5	426	427	359	2988	581	375	2535
FBgn0013695	mt:tRNA:His-GTG	0	0	0	0	0	0	1
FBgn0262952	mt:ND4	307	186	183	2748	260	172	1610
FBgn0013683	mt:ND4L	78	2	11	346	13	11	17
FBgn0013707	mt:tRNA:Thr-TGT	0	0	0	0	0	0	1
FBgn0013702	mt:tRNA:Pro-TGG	0	0	0	0	0	0	1
FBgn0013685	mt:ND6	4	5	0	56	2	10	11
FBgn0013678	mt:Cyt-b	1018	797	504	5787	717	541	5001
FBgn0013706	mt:tRNA:Ser-TGA	0	0	0	0	0	0	1
FBgn0013679	mt:ND1	1035	110	53	2301	136	102	512
FBgn0013698	mt:tRNA:Leu-TAG	2	1	5	2	2	0	102
FBgn0013686	mt:lrRNA	79645	56194	65364	308392	72131	64988	104027
FBgn0013708	mt:tRNA:Val-TAC	0	0	0	0	0	0	0
FBgn0013688	mt:srRNA	9	4	4	184	0	6	10
FBgn0013687	mt:ori	1	0	0	0	0	0	0
FBgn0267508	28SrRNA-Psi:CR45848	3694	1754	1442	5981	1748	1360	149
FBgn0267509	5.8SrRNA-Psi:CR45849	105	9	2	409	12	4	4
FBgn0267510	2SrRNA-Psi:CR45850	4	0	1	22	2	0	0
FBgn0085753	28SrRNA-Psi:CR40596	25558	21203	15266	31360	16557	15083	902
FBgn0267511	28SrRNA-Psi:CR45851	18974	29234	23018	24408	24194	25114	2252
FBgn0267505	pre-rRNA:CR45845	70585	112693	74287	77474	73777	79072	6196
FBgn0085802	18SrRNA:CR41548	29971	48968	34170	28816	31270	36211	3354
FBgn0285975	mir-10404-1	4	24	12	5	13	11	32
FBgn0267512	5.8SrRNA:CR45852	378	260	535	1221	699	354	295
FBgn0267496	2SrRNA:CR45836	49	187	523	259	678	334	164
FBgn0267497	28SrRNA:CR45837	39803	62737	38839	46568	40843	41923	2330
FBgn0267506	pre-rRNA:CR45846	32160	51134	35806	31743	34328	37723	3824
FBgn0267498	18SrRNA:CR45838	30428	50214	34516	29087	32818	36830	3396
FBgn0267499	5.8SrRNA:CR45839	353	271	553	1243	656	349	270
FBgn0267500	2SrRNA:CR45840	40	196	540	227	627	327	173
FBgn0267507	pre-rRNA:CR45847	86910	180630	117024	98325	115748	130183	8234
FBgn0267501	18SrRNA:CR45841	29472	48959	33415	28308	30890	35256	3320
FBgn0285976	mir-10404-2	3	21	6	10	20	11	23
FBgn0267502	5.8SrRNA:CR45842	360	289	527	1238	626	372	259
FBgn0267503	2SrRNA:CR45843	38	200	517	263	603	345	170
FBgn0267504	28SrRNA:CR45844	56642	130617	82315	67884	83356	93981	4430
FBgn0261386	Gpa2	0	0	0	0	0	0	0
FBgn0040038	klhl10	163	97	64	177	125	94	98
FBgn0058469	lncRNA:CR40469	3709	859	1063	10255	1442	1030	885
FBgn0025837	CG17636	0	0	0	0	0	0	0
FBgn0025836	RhoGAP1A	111	120	120	42	68	68	210
FBgn0263567	mir-4915	1	1	4	0	1	0	1
FBgn0284435	tyn	96	68	42	117	51	48	64
FBgn0267029	lncRNA:CR45473	12	4	7	6	6	6	8
FBgn0025835	CG17707	18	15	8	29	11	5	10
FBgn0264445	lncRNA:CR43863	0	0	0	0	0	0	0
FBgn0040373	CG3038	69	92	81	163	122	147	83
FBgn0040372	G9a	883	855	761	760	717	846	789
FBgn0259722	CG42376	104	46	68	88	63	67	67
FBgn0000316	cin	361	305	338	368	391	466	408
FBgn0261446	CG13377	76	99	92	81	88	86	127
FBgn0264507	asRNA:CR43906	76	101	87	75	83	80	121
FBgn0029518	CG13376	5	5	2	0	3	4	5
FBgn0005427	ewg	491	500	409	561	575	687	444
FBgn0024989	CG3777	383	341	280	596	373	415	431
FBgn0262266	mir-980	0	2	1	6	1	0	3
FBgn0040370	CG13375	12	10	4	20	9	18	10
FBgn0040371	CG12470	0	0	1	1	2	3	0
FBgn0029521	Or1a	94	105	101	150	146	161	129
FBgn0052816	CG32816	7383	9427	8916	9137	11705	12439	12330
FBgn0262810	CG43181	0	0	0	0	0	0	0
FBgn0262811	CG43182	0	0	0	0	0	0	0
FBgn0004034	y	284	226	323	415	344	459	203
FBgn0266568	lncRNA:yar	0	0	0	0	0	0	1
FBgn0000022	ac	1	0	0	0	0	0	0
FBgn0265964	lncRNA:CR44751	1	0	0	0	0	0	0
FBgn0265965	lncRNA:CR44752	0	0	0	0	0	0	0
FBgn0265966	lncRNA:CR44753	0	0	0	0	0	0	0
FBgn0004170	sc	0	0	0	0	0	0	0
FBgn0002561	l(1)sc	0	0	0	0	0	0	0
FBgn0011822	Pgcl	0	0	0	0	0	0	0
FBgn0000137	ase	0	0	0	1	0	0	0
FBgn0010019	Cyp4g1	0	0	0	0	2	0	1
FBgn0266572	ebo	691	886	707	647	920	1137	815
FBgn0029523	CR18275	106	107	103	123	142	159	98
FBgn0029522	CG13373	79	81	72	89	111	120	76
FBgn0052817	CG32817	33	31	33	53	45	53	30
FBgn0029526	CR18166	64	74	69	93	112	139	98
FBgn0029524	CG3176	34	34	49	53	71	70	38
FBgn0029525	CG18273	407	460	443	347	466	560	464
FBgn0023536	CG3156	80	115	93	84	130	134	126
FBgn0267447	asRNA:CR45797	16	12	14	12	25	30	23
FBgn0023537	CG17896	1962	2300	2683	1378	2169	2720	2330
FBgn0023534	CG17778	2	9	1	6	10	4	2
FBgn0004648	svr	1415	1571	1384	1351	1668	1970	1704
FBgn0266196	asRNA:CR44891	155	156	128	136	225	275	164
FBgn0266197	asRNA:CR44892	4	0	2	4	2	0	3
FBgn0260400	elav	438	460	332	537	534	704	417
FBgn0023535	Arg	521	543	427	608	627	842	464
FBgn0286870	lncRNA:enrr	319	319	228	407	357	415	303
FBgn0024983	CG4293	203	260	255	155	327	406	282
FBgn0000108	Appl	140	135	89	138	108	138	81
FBgn0263534	mir-4960	0	0	0	0	0	0	0
FBgn0261930	vnd	2	2	6	6	2	0	1
FBgn0025633	spdi	836	1250	1041	875	1205	1434	1031
FBgn0267030	lncRNA:CR45474	5	4	3	6	4	13	2
FBgn0286917	CR46417	3	3	2	3	1	5	1
FBgn0029529	CG13365	81	119	116	90	160	162	101
FBgn0016038	Vsp37A	319	303	310	281	275	397	314
FBgn0025640	CG13369	309	514	444	295	500	636	360
FBgn0026879	CG13364	431	363	416	378	395	512	339
FBgn0267031	lncRNA:CR45475	2	3	4	2	2	6	4
FBgn0025635	Hinfp	102	166	169	122	166	202	131
FBgn0002579	RpL36	14027	13423	15775	10322	12881	17467	12011
FBgn0001341	Mybbp1A	388	419	401	390	486	504	479
FBgn0020381	Dredd	157	156	196	146	227	280	183
FBgn0283549	mir-9372	7	7	9	8	11	18	13
FBgn0003575	su(sable)	1137	1432	1279	774	1106	1334	1016
FBgn0266102	CR44839	25	20	25	13	17	34	34
FBgn0025634	CG13367	246	305	358	179	315	371	229
FBgn0025638	Roc1a	547	618	708	624	756	1059	714
FBgn0025639	Hmt4-20	1188	1593	1284	964	1359	1748	1161
FBgn0025637	SkpA	1643	1424	1580	1444	1426	2058	1422
FBgn0286919	CR46419	0	0	0	0	0	0	0
